group_type,group,variable,missing_pct,mean,p50,p90
region,1,capacitacion_recibida,0.00012102142079148009,0.12200435729847495,0.0,1.0
region,1,asistencia_tecnica_recibida,0.00012102142079148009,0.11002178649237472,0.0,1.0
region,1,credito_obtenido,0.7581992012586227,0.9444444444444444,1.0,1.0
region,1,nivel_educacion,0.09367057969260559,5.4175457337428226,6.0,9.0
region,1,asociacion_miembro,0.00012102142079148009,0.08763011377390463,0.0,0.0
region,1,asociacion_num,0.00012102142079148009,0.09840232389251997,0.0,0.0
region,2,riego_any,0.0,0.5935148779185476,1.0,1.0
region,2,riego_share,0.0,0.4517003785185112,0.3333333333333333,1.0
region,2,riego_tecnificado_any,0.4064851220814524,0.37065510754886727,0.0,1.0
region,2,riego_tecnificado_share,0.4064851220814524,0.3099804436745659,0.0,1.0
region,2,usuario_agua,0.0290762584340566,0.45540445955404457,0.0,1.0
region,2,gasto_agua_riego,4.854133294500267e-05,50.955145631067964,0.0,100.0
region,2,uso_maquinaria,4.854133294500267e-05,0.6609223300970873,1.0,1.0
region,2,num_maquinaria_equipo,0.3391097519537887,2.689386705839148,1.0,6.0
region,2,gasto_compra_equipos,4.854133294500267e-05,47.806116504854366,0.0,0.0
region,2,gasto_compra_maquinaria,4.854133294500267e-05,50.36407766990291,0.0,0.0
region,2,gasto_alquiler_mant_equipos,4.854133294500267e-05,53.16621359223301,0.0,60.0
region,2,gasto_semilla,0.1490704334741032,959.5535653166002,390.0,1900.0
region,2,usa_abono,4.854133294500267e-05,0.7828155339805826,1.0,1.0
region,2,usa_fertilizantes,4.854133294500267e-05,0.5222815533980583,1.0,1.0
region,2,semilla_semillero_any,4.854133294500267e-05,0.10077669902912621,0.0,1.0
region,2,semilla_comercial_any,4.854133294500267e-05,0.3011165048543689,0.0,1.0
region,2,semilla_certificada_any,0.13212950827629727,0.029979305330275742,0.0,0.0
region,2,semilla_certificada_share,0.13212950827629727,0.01658886061252737,0.0,0.0
region,2,capacitacion_recibida,4.854133294500267e-05,0.07218446601941747,0.0,0.0
region,2,asistencia_tecnica_recibida,4.854133294500267e-05,0.02669902912621359,0.0,0.0
region,2,credito_obtenido,0.9160234940051454,0.9364161849710982,1.0,1.0
region,2,nivel_educacion,0.009611183923110528,4.226241239033476,4.0,6.0
region,2,asociacion_miembro,4.854133294500267e-05,0.06368932038834951,0.0,0.0
region,2,asociacion_num,4.854133294500267e-05,0.06587378640776699,0.0,0.0
region,3,riego_any,0.0,0.13490431757077337,0.0,1.0
region,3,riego_share,0.0,0.1078680350638003,0.0,0.6123076923076951
region,3,riego_tecnificado_any,0.8650956824292266,0.1746776084407972,0.0,1.0
region,3,riego_tecnificado_share,0.8650956824292266,0.1425603379296228,0.0,1.0
region,3,usuario_agua,0.03922188834414044,0.07160493827160494,0.0,0.0
region,3,gasto_agua_riego,0.00015815277558121145,204.69566592850364,0.0,0.0
region,3,uso_maquinaria,0.00015815277558121145,0.7356849098386586,1.0,1.0
region,3,num_maquinaria_equipo,0.26443144077178554,3.7219952698344443,3.0,10.0
region,3,gasto_compra_equipos,0.00015815277558121145,439.8424549193293,0.0,750.0
region,3,gasto_compra_maquinaria,0.00015815277558121145,987.4027206580196,0.0,0.0
region,3,gasto_alquiler_mant_equipos,0.00015815277558121145,1392.753084466941,0.0,350.0
region,3,gasto_semilla,0.6669302546259687,3390.6206077872744,300.0,6422.5
region,3,usa_abono,0.0,0.24387157994622805,0.0,1.0
region,3,usa_fertilizantes,0.0,0.4493120354262217,0.0,1.0
region,3,semilla_semillero_any,0.0,0.12826190099636248,0.0,1.0
region,3,semilla_comercial_any,0.0,0.14423533133006483,0.0,1.0
region,3,semilla_certificada_any,0.5922821445516369,0.26144297905352987,0.0,1.0
region,3,semilla_certificada_share,0.5922821445516369,0.2369921927912618,0.0,1.0
region,3,capacitacion_recibida,0.00015815277558121145,0.1486871243277444,0.0,1.0
region,3,asistencia_tecnica_recibida,0.00015815277558121145,0.08826320784561847,0.0,0.0
region,3,credito_obtenido,0.8440613632769255,0.9016227180527383,1.0,1.0
region,3,nivel_educacion,0.022299541356950815,4.536719508249758,4.0,7.0
region,3,asociacion_miembro,0.00015815277558121145,0.12053147738057576,0.0,1.0
region,3,asociacion_num,0.00015815277558121145,0.12242961088263207,0.0,1.0
size,grande_>5ha,riego_any,0.0,0.4671232876712329,0.0,1.0
size,grande_>5ha,riego_share,0.0,0.4161340558620102,0.0,1.0
size,grande_>5ha,riego_tecnificado_any,0.5328767123287671,0.25843108504398826,0.0,1.0
size,grande_>5ha,riego_tecnificado_share,0.5328767123287671,0.20100155781418894,0.0,1.0
size,grande_>5ha,usuario_agua,0.012671232876712329,0.3813735691987513,0.0,1.0
size,grande_>5ha,gasto_agua_riego,0.0,1348.385102739726,0.0,2971.0000000000036
size,grande_>5ha,uso_maquinaria,0.0,0.8393835616438357,1.0,1.0
size,grande_>5ha,num_maquinaria_equipo,0.16061643835616438,4.6750305997552015,3.0,10.0
size,grande_>5ha,gasto_compra_equipos,0.0,291.88030821917806,0.0,800.0
size,grande_>5ha,gasto_compra_maquinaria,0.0,415.08732876712327,0.0,0.0
size,grande_>5ha,gasto_alquiler_mant_equipos,0.0,555.3967465753425,0.0,720.0
size,grande_>5ha,gasto_semilla,0.39366438356164385,8493.815024004518,2860.0,20590.0
size,grande_>5ha,usa_abono,0.0,0.40085616438356164,0.0,1.0
size,grande_>5ha,usa_fertilizantes,0.0,0.635445205479452,1.0,1.0
size,grande_>5ha,semilla_semillero_any,0.0,0.20017123287671232,0.0,1.0
size,grande_>5ha,semilla_comercial_any,0.0,0.35513698630136986,0.0,1.0
size,grande_>5ha,semilla_certificada_any,0.3523972602739726,0.4180327868852459,0.0,1.0
size,grande_>5ha,semilla_certificada_share,0.3523972602739726,0.3460183524975013,0.0,1.0
size,grande_>5ha,capacitacion_recibida,0.0,0.13202054794520549,0.0,1.0
size,grande_>5ha,asistencia_tecnica_recibida,0.0,0.09366438356164383,0.0,0.0
size,grande_>5ha,credito_obtenido,0.7315068493150685,0.9483418367346939,1.0,1.0
size,grande_>5ha,nivel_educacion,0.0,5.107876712328767,5.0,9.0
size,grande_>5ha,asociacion_miembro,0.0,0.12226027397260274,0.0,1.0
size,grande_>5ha,asociacion_num,0.0,0.1256849315068493,0.0,1.0
size,mediano_2_5ha,riego_any,0.0,0.58426250398216,1.0,1.0
size,mediano_2_5ha,riego_share,0.0,0.4967154989386575,0.5,1.0
size,mediano_2_5ha,riego_tecnificado_any,0.4157374960178401,0.3088876772082879,0.0,1.0
size,mediano_2_5ha,riego_tecnificado_share,0.4157374960178401,0.24758314967256367,0.0,1.0
size,mediano_2_5ha,usuario_agua,0.014654348518636508,0.45441319107662465,0.0,1.0
size,mediano_2_5ha,gasto_agua_riego,0.0,393.75151322077096,0.0,931.6000000000022
size,mediano_2_5ha,uso_maquinaria,0.0,0.8007327174259318,1.0,1.0
size,mediano_2_5ha,num_maquinaria_equipo,0.19926728257406817,3.348915854386314,3.0,6.0
size,mediano_2_5ha,gasto_compra_equipos,0.0,122.5431666135712,0.0,0.0
size,mediano_2_5ha,gasto_compra_maquinaria,0.0,73.74163746416056,0.0,0.0
size,mediano_2_5ha,gasto_alquiler_mant_equipos,0.0,117.81697992991398,0.0,300.0
size,mediano_2_5ha,gasto_semilla,0.31666135712010196,2115.090909090909,1040.0,4800.0
size,mediano_2_5ha,usa_abono,0.0,0.5802803440586174,1.0,1.0
size,mediano_2_5ha,usa_fertilizantes,0.0,0.6626314112774769,1.0,1.0
size,mediano_2_5ha,semilla_semillero_any,0.0,0.15259636827014972,0.0,1.0
size,mediano_2_5ha,semilla_comercial_any,0.0,0.2959541255176808,0.0,1.0
size,mediano_2_5ha,semilla_certificada_any,0.29149410640331314,0.19739208633093525,0.0,1.0
size,mediano_2_5ha,semilla_certificada_share,0.29149410640331314,0.158674333764068,0.0,1.0
size,mediano_2_5ha,capacitacion_recibida,0.0,0.11596049697355845,0.0,1.0
size,mediano_2_5ha,asistencia_tecnica_recibida,0.0,0.06721885950939789,0.0,0.0
size,mediano_2_5ha,credito_obtenido,0.8112456196240841,0.9333333333333333,1.0,1.0
size,mediano_2_5ha,nivel_educacion,0.0,4.736221726664543,4.0,8.0
size,mediano_2_5ha,asociacion_miembro,0.0,0.10417330359987258,0.0,1.0
size,mediano_2_5ha,asociacion_num,0.0,0.10592545396623128,0.0,1.0
size,missing,riego_any,0.0,0.8687050359712231,1.0,1.0
size,missing,riego_share,0.0,0.8389088704061726,1.0,1.0
size,missing,riego_tecnificado_any,0.13129496402877697,0.6242236024844721,1.0,1.0
size,missing,riego_tecnificado_share,0.13129496402877697,0.573508247223081,1.0,1.0
size,missing,usuario_agua,1.0,,,
size,missing,gasto_agua_riego,0.00539568345323741,301560.83905967453,2800.0,180000.0
size,missing,uso_maquinaria,0.002697841726618705,0.9404869251577999,1.0,1.0
size,missing,num_maquinaria_equipo,0.06205035971223022,16.7823585810163,6.0,36.0
size,missing,gasto_compra_equipos,0.00539568345323741,35100.44936708861,0.0,10000.0
size,missing,gasto_compra_maquinaria,0.00539568345323741,89623.22242314648,0.0,0.0
size,missing,gasto_alquiler_mant_equipos,0.00539568345323741,128516.11934900543,1000.0,121071.0
size,missing,gasto_semilla,0.6672661870503597,204083.1,4500.0,232066.00000000023
size,missing,usa_abono,0.0008992805755395684,0.5175517551755175,1.0,1.0
size,missing,usa_fertilizantes,0.0008992805755395684,0.8253825382538253,1.0,1.0
size,missing,semilla_semillero_any,0.0008992805755395684,0.1845184518451845,0.0,1.0
size,missing,semilla_comercial_any,0.0008992805755395684,0.2448244824482448,0.0,1.0
size,missing,semilla_certificada_any,0.6591726618705036,0.5013192612137203,1.0,1.0
size,missing,semilla_certificada_share,0.6591726618705036,0.4376681589638123,0.1,1.0
size,missing,capacitacion_recibida,0.0017985611510791368,0.4783783783783784,0.0,1.0
size,missing,asistencia_tecnica_recibida,0.0017985611510791368,0.35765765765765767,0.0,1.0
size,missing,credito_obtenido,0.6933453237410072,0.9648093841642229,1.0,1.0
size,missing,nivel_educacion,1.0,,,
size,missing,asociacion_miembro,0.0017985611510791368,0.2585585585585586,0.0,1.0
size,missing,asociacion_num,0.0017985611510791368,0.3333333333333333,0.0,1.0
size,pequeno_<2ha,riego_any,0.0,0.6211231042492144,1.0,1.0
size,pequeno_<2ha,riego_share,0.0,0.517096087725575,0.5,1.0
size,pequeno_<2ha,riego_tecnificado_any,0.37887689575078565,0.3031969496993694,0.0,1.0
size,pequeno_<2ha,riego_tecnificado_share,0.37887689575078565,0.2568773345742382,0.0,1.0
size,pequeno_<2ha,usuario_agua,0.021177756524115316,0.4670109808300763,0.0,1.0
size,pequeno_<2ha,gasto_agua_riego,4.554356241745229e-05,144.4841956640554,0.0,191.0
size,pequeno_<2ha,uso_maquinaria,4.554356241745229e-05,0.6474767717252687,1.0,1.0
size,pequeno_<2ha,num_maquinaria_equipo,0.3525527166734982,2.2618176702307258,1.0,6.0
size,pequeno_<2ha,gasto_compra_equipos,4.554356241745229e-05,33.39310439059938,0.0,0.0
size,pequeno_<2ha,gasto_compra_maquinaria,4.554356241745229e-05,18.527965020950994,0.0,0.0
size,pequeno_<2ha,gasto_alquiler_mant_equipos,4.554356241745229e-05,30.519356895609402,0.0,80.0
size,pequeno_<2ha,gasto_semilla,0.27685931593569246,535.7680438342361,294.5,1200.0
size,pequeno_<2ha,usa_abono,4.554356241745229e-05,0.6745308799417016,1.0,1.0
size,pequeno_<2ha,usa_fertilizantes,4.554356241745229e-05,0.5404445254144653,1.0,1.0
size,pequeno_<2ha,semilla_semillero_any,4.554356241745229e-05,0.08995263253780288,0.0,0.0
size,pequeno_<2ha,semilla_comercial_any,4.554356241745229e-05,0.2465385316086719,0.0,1.0
size,pequeno_<2ha,semilla_certificada_any,0.24866785079928952,0.058859186518760986,0.0,0.0
size,pequeno_<2ha,semilla_certificada_share,0.24866785079928952,0.04674184119486491,0.0,0.0
size,pequeno_<2ha,capacitacion_recibida,4.554356241745229e-05,0.06399161960284205,0.0,0.0
size,pequeno_<2ha,asistencia_tecnica_recibida,4.554356241745229e-05,0.02965020950992895,0.0,0.0
size,pequeno_<2ha,credito_obtenido,0.9262194288837273,0.9098765432098765,1.0,1.0
size,pequeno_<2ha,nivel_educacion,4.554356241745229e-05,4.339679358717435,4.0,6.0
size,pequeno_<2ha,asociacion_miembro,4.554356241745229e-05,0.052058662780105666,0.0,0.0
size,pequeno_<2ha,asociacion_num,4.554356241745229e-05,0.05351612315540171,0.0,0.0
